gsm,canon__tissue,canon__treatment,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__tissue,raw__treatment,sample_type,source_name,sra_relation,supplementary_files,title
GSM5135657,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B,SRA,Liver_MPS_Reduced_NPC_Fat_TGF-B,,,NAFT18015_P2B4_D14_166_S6
GSM5135658,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_TGF-B,SRA,Liver_MPS_Reduced_NPC_Fat_TGF-B,,,NAFT18015_P2B6_D14_168_S9
GSM5135659,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_Fructose,SRA,Liver_MPS_Reduced_NPC_Lean_Fructose,,,NAFT18015_P3A2_D14_170_S12
GSM5135660,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose,SRA,Liver_MPS_Reduced_NPC_Fat_Fructose,,,NAFT18015_P3A4_D14_172_S15
GSM5135661,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_Fructose,SRA,Liver_MPS_Reduced_NPC_Fat_Fructose,,,NAFT18015_P3A6_D14_174_S18
GSM5135662,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean_LPS_TGF-B,SRA,Liver_MPS_Reduced_NPC_Lean_LPS_TGF-B,,,NAFT18015_P3B3_D14_176_S21
GSM5135663,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat_LPS_TGF-B,SRA,Liver_MPS_Reduced_NPC_Fat_LPS_TGF-B,,,NAFT18015_P3B5_D14_178_S24
GSM5135664,Liver MPS co-culture tissue,Lean_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS,SRA,Liver_MPS_Lean_LPS,,,NAFT18012_P1B1_D14_55_S8
GSM5135665,Liver MPS co-culture tissue,Fat_LPS,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_LPS,SRA,Liver_MPS_Fat_LPS,,,NAFT18012_P1B5_D14_59_S11
GSM5135666,Liver MPS co-culture tissue,Lean_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_TGF-B,SRA,Liver_MPS_Lean_TGF-B,,,NAFT18012_P2A3_D14_63_S14
GSM5135667,Liver MPS co-culture tissue,Lean_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose,SRA,Liver_MPS_Lean_Fructose,,,NAFT18012_P2B1_D14_67_S17
GSM5135668,Liver MPS co-culture tissue,Fat_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose,SRA,Liver_MPS_Fat_Fructose,,,NAFT18012_P2B5_D14_71_S20
GSM5135669,Liver MPS co-culture tissue,Lean_LPS_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_TGF-B,SRA,Liver_MPS_Lean_LPS_TGF-B,,,NAFT18012_P3A3_D14_75_S23
GSM5135670,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18012_P3B1_D14_79_S3
GSM5135671,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18012_P3B5_D14_83_S6
GSM5135672,Liver MPS co-culture tissue,Lean_LPS_Fructose,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_LPS_Fructose,SRA,Liver_MPS_Lean_LPS_Fructose,,,NAFT18013_P1B3_D14_09_S1
GSM5135673,Liver MPS co-culture tissue,Lean_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose_Cholesterol,SRA,Liver_MPS_Lean_Fructose_Cholesterol,,,NAFT18013_P2A1_D14_13_S4
GSM5135674,Liver MPS co-culture tissue,Fat_Fructose_Cholesterol,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Fat_Fructose_Cholesterol,SRA,Liver_MPS_Fat_Fructose_Cholesterol,,,NAFT18013_P2A5_D14_17_S7
GSM5135675,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Lean_Fructose_TGF-B,SRA,Liver_MPS_Lean_Fructose_TGF-B,,,NAFT18013_P2B3_D14_21_S10
GSM5135676,Liver MPS co-culture tissue,Reduced_NPC_Lean,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Lean,SRA,Liver_MPS_Reduced_NPC_Lean,,,NAFT18013_P3A1_D14_25_S13
GSM5135677,Liver MPS co-culture tissue,Reduced_NPC_Fat,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL18573,Liver MPS co-culture tissue,Reduced_NPC_Fat,SRA,Liver_MPS_Reduced_NPC_Fat,,,NAFT18013_P3A5_D14_29_S16
