gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM7830555,liver,Illumina NovaSeq 6000,other,genomic,ATAC-seq,genomic DNA,Homo sapiens,GPL24676,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021619,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7830nnn/GSM7830555/suppl/GSM7830555_MM_478.sorted.bed.gz,"MM_478, snATACseq"
GSM7830556,liver,Illumina NovaSeq 6000,other,genomic,ATAC-seq,genomic DNA,Homo sapiens,GPL24676,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021620,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7830nnn/GSM7830556/suppl/GSM7830556_MM_479.sorted.bed.gz,"MM_479, snATACseq"
GSM7830557,liver,Illumina NovaSeq 6000,other,genomic,ATAC-seq,genomic DNA,Homo sapiens,GPL24676,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021618,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7830nnn/GSM7830557/suppl/GSM7830557_MM_480.sorted.bed.gz,"MM_480, snATACseq"
GSM7830558,liver,Illumina NovaSeq 6000,other,genomic,ATAC-seq,genomic DNA,Homo sapiens,GPL24676,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021628,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7830nnn/GSM7830558/suppl/GSM7830558_MM_481.sorted.bed.gz,"MM_481, snATACseq"
GSM7830559,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021625,,"JB_288, snRNAseq"
GSM7830560,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021626,,"JB_289, snRNAseq"
GSM7830561,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021629,,"JB_290, snRNAseq"
GSM7830562,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021630,,"JB_303, snRNAseq"
GSM7830563,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021596,,"JB_304, snRNAseq"
GSM7830564,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021597,,"JB_305, snRNAseq"
GSM7830565,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021598,,"JB_317, snRNAseq"
GSM7830566,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021599,,"JB_318, snRNAseq"
GSM7830567,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021600,,"JB_319, snRNAseq"
GSM7830568,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021621,,"JB_320, snRNAseq"
GSM7830569,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021622,,"JB_321, snRNAseq"
GSM7830570,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021623,,"JB_322, snRNAseq"
GSM7830571,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021627,,"JB_336, snRNAseq"
GSM7830572,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021624,,"JB_337, snRNAseq"
GSM7830573,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021611,,"JB_338, snRNAseq"
GSM7830574,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021608,,"JB_339, snRNAseq"
GSM7830575,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021609,,"JB_340, snRNAseq"
GSM7830576,liver,Illumina NextSeq 500,cDNA,transcriptomic single cell,RNA-Seq,nuclear RNA,Homo sapiens,GPL18573,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX22021610,,"JB_341, snRNAseq"
