gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__sample type,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM6346020,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318985,,PT 17 I re LL
GSM6346021,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318986,,PT 17 II li LL
GSM6346022,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318987,,PT 22 I reLL
GSM6346023,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318988,,PT 22 II li LL
GSM6346024,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318989,,PT 24 I li LL
GSM6346025,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318990,,PT 24 II re LL
GSM6346026,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318991,,PT 29 I re LL
GSM6346027,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318992,,PT 29 II li LL
GSM6346028,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318993,,PT 31 I re LL
GSM6346029,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318994,,PT 31 II li LL
GSM6346030,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318995,,PT 32 I re LL
GSM6346031,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318996,,PT 32 II li LL
GSM6346032,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318997,,PT 37 I reLL
GSM6346033,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318998,,PT37 II liLL
GSM6346034,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16318999,,PT 37 I liLL
GSM6346035,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319000,,PT 37 II reLL
GSM6346036,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319001,,PT 40 I re LL
GSM6346037,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319002,,PT 40 II li LL
GSM6346038,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319003,,PT 49 I re
GSM6346039,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319004,,PT 49 II li
GSM6346040,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319005,,PT 50 I R
GSM6346041,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319006,,PT 50 II li
GSM6346042,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319007,,PT 51 I
GSM6346043,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319008,,PT 51 II li
GSM6346044,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319009,,PT 59 I
GSM6346045,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319010,,PT 59 II li
GSM6346046,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319011,,PT 61 I li
GSM6346047,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319012,,PT 61 II re
GSM6346048,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319013,,PT 68 I
GSM6346049,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319014,,PT68 II li
GSM6346050,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319015,,PT 84 I li LL
GSM6346051,liver | POST,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,POST,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319016,,PT 84 II li LL
GSM6346052,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319017,,PT2 I
GSM6346053,liver | REG1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319018,,PT2 II li
GSM6346054,liver | ATROPHIE1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319019,,PT2 II re
GSM6346055,liver | REG2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319020,,PT2 A li
GSM6346056,liver | ATROPHIE2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319021,,PT2 A re
GSM6346057,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319022,,PT62 I reLL
GSM6346058,liver | REG1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319023,,PT62 II liLL
GSM6346059,liver | ATROPHIE1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319024,,PT62 II reLL
GSM6346060,liver | REG2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319025,,PT62 III liLL
GSM6346061,liver | ATROPHIE2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319026,,PT62 III reLL
GSM6346062,liver | PRE,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,PRE,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319027,,PT85 1 re
GSM6346063,liver | REG1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319028,,PT85 2 li
GSM6346064,liver | ATROPHIE1,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE1,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319029,,PT 85 2 re
GSM6346065,liver | REG2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,REG2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319030,,PT85C I liLL
GSM6346066,liver | ATROPHIE2,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,ATROPHIE2,liver,SRA,liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX16319031,,PT85C I reLL
