gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM8314894,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829418,,PWQ681
GSM8314895,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829419,,XNG554
GSM8314896,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829420,,FHC603
GSM8314897,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829421,,DJG504
GSM8314898,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829422,,WZG609
GSM8314899,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829424,,HNK873
GSM8314900,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829425,,MUH937
GSM8314901,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829426,,WAH911
GSM8314902,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829225,,AKE602
GSM8314903,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829234,,WEW415
GSM8314904,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829226,,NVS675
GSM8314905,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829227,,WVK235
GSM8314906,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829228,,OYE145
GSM8314907,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829229,,XSP436
GSM8314908,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829230,,YRI137
GSM8314909,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829231,,EFT620
GSM8314910,Liver,Illumina NovaSeq 6000,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL24676,Liver,SRA,Liver,https://www.ncbi.nlm.nih.gov/sra?term=SRX24829233,,RVO178
