gsm,canon__tissue,instrument_model,library_selection,library_source,library_strategy,molecule,organism,platform_id,raw__hepatic zone,raw__isolation,raw__tissue,sample_type,source_name,sra_relation,supplementary_files,title
GSM2819717,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298719,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819717/suppl/GSM2819717_PP_6922_RNA.coverage.bw,6922_PP_RNA
GSM2819718,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298720,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819718/suppl/GSM2819718_PP_6967_RNA.coverage.bw,6967_PP_RNA
GSM2819719,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298721,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819719/suppl/GSM2819719_PP_7012_RNA.coverage.bw,7012_PP_RNA
GSM2819720,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298722,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819720/suppl/GSM2819720_PP_7041_RNA.coverage.bw,7041_PP_RNA
GSM2819721,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298723,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819721/suppl/GSM2819721_PP_7137_RNA.coverage.bw,7137_PP_RNA
GSM2819722,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298724,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819722/suppl/GSM2819722_PP_7157_RNA.coverage.bw,7157_PP_RNA
GSM2819723,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298725,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819723/suppl/GSM2819723_PP_7172_RNA.coverage.bw,7172_PP_RNA
GSM2819724,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298726,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819724/suppl/GSM2819724_PP_7173_RNA.coverage.bw,7173_PP_RNA
GSM2819725,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298727,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819725/suppl/GSM2819725_PP_7181_RNA.coverage.bw,7181_PP_RNA
GSM2819726,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298728,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819726/suppl/GSM2819726_PP_7188_RNA.coverage.bw,7188_PP_RNA
GSM2819727,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298729,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819727/suppl/GSM2819727_PP_7194_RNA.coverage.bw,7194_PP_RNA
GSM2819728,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298730,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819728/suppl/GSM2819728_PP_7213_RNA.coverage.bw,7213_PP_RNA
GSM2819729,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298731,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819729/suppl/GSM2819729_PP_7230_RNA.coverage.bw,7230_PP_RNA
GSM2819730,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298732,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819730/suppl/GSM2819730_PP_7251_RNA.coverage.bw,7251_PP_RNA
GSM2819731,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298733,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819731/suppl/GSM2819731_PP_7252_RNA.coverage.bw,7252_PP_RNA
GSM2819732,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298734,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819732/suppl/GSM2819732_PP_7279_RNA.coverage.bw,7279_PP_RNA
GSM2819733,liver,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,total RNA,Homo sapiens,GPL16791,periportal (PP),laser capture microdissection,liver,SRA,hepatocytes,https://www.ncbi.nlm.nih.gov/sra?term=SRX3298735,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2819nnn/GSM2819733/suppl/GSM2819733_PP_7344_RNA.coverage.bw,7344_PP_RNA
